7.20000001,3.60000002,6.10000003,2.50000004,Iris-virginica
6.50000001,3.20000002,5.10000003,2.00000004,Iris-virginica
6.40000001,2.70000002,5.30000003,1.90000004,Iris-virginica
6.80000001,3.00000002,5.50000003,2.10000004,Iris-virginica
5.70000001,2.50000002,5.00000003,2.00000004,Iris-virginica
5.80000001,2.80000002,5.10000003,2.40000004,Iris-virginica
6.40000001,3.20000002,5.30000003,2.30000004,Iris-virginica
6.50000001,3.00000002,5.50000003,1.80000004,Iris-virginica
7.70000001,3.80000002,6.70000003,2.20000004,Iris-virginica
7.70000001,2.60000002,6.90000003,2.30000004,Iris-virginica
6.00000001,2.20000002,5.00000003,1.50000004,Iris-virginica
6.90000001,3.20000002,5.70000003,2.30000004,Iris-virginica
5.60000001,2.80000002,4.90000003,2.00000004,Iris-virginica
7.70000001,2.80000002,6.70000003,2.00000004,Iris-virginica
6.30000001,2.70000002,4.90000003,1.80000004,Iris-virginica
6.70000001,3.30000002,5.70000003,2.10000004,Iris-virginica
7.20000001,3.20000002,6.00000003,1.80000004,Iris-virginica
6.20000001,2.80000002,4.80000003,1.80000004,Iris-virginica
6.10000001,3.00000002,4.90000003,1.80000004,Iris-virginica
6.40000001,2.80000002,5.60000003,2.10000004,Iris-virginica
7.20000001,3.00000002,5.80000003,1.60000004,Iris-virginica
7.40000001,2.80000002,6.10000003,1.90000004,Iris-virginica
7.90000001,3.80000002,6.40000003,2.00000004,Iris-virginica
6.40000001,2.80000002,5.60000003,2.20000004,Iris-virginica
6.30000001,2.80000002,5.10000003,1.50000004,Iris-virginica
6.10000001,2.60000002,5.60000003,1.40000004,Iris-virginica
7.70000001,3.00000002,6.10000003,2.30000004,Iris-virginica
6.30000001,3.40000002,5.60000003,2.40000004,Iris-virginica
6.40000001,3.10000002,5.50000003,1.80000004,Iris-virginica
6.00000001,3.00000002,4.80000003,1.80000004,Iris-virginica
6.90000001,3.10000002,5.40000003,2.10000004,Iris-virginica
6.70000001,3.10000002,5.60000003,2.40000004,Iris-virginica
6.90000001,3.10000002,5.10000003,2.30000004,Iris-virginica
5.80000001,2.70000002,5.10000003,1.90000004,Iris-virginica
6.80000001,3.20000002,5.90000003,2.30000004,Iris-virginica
6.70000001,3.30000002,5.70000003,2.50000004,Iris-virginica
6.70000001,3.00000002,5.20000003,2.30000004,Iris-virginica
6.30000001,2.50000002,5.00000003,1.90000004,Iris-virginica
6.50000001,3.00000002,5.20000003,2.00000004,Iris-virginica
6.20000001,3.40000002,5.40000003,2.30000004,Iris-virginica
5.90000001,3.00000002,5.10000003,1.80000004,Iris-virginica
